product_title	product_vendor	product_type	shipping_country	shipping_region	net_quantity	gross_sales	discounts	returns	net_sales	taxes	total_sales	State
Litespeed M	Waterworks Lamson	Reels	United States	Maryland	1	729.99	0	0	729.99	0	729.99	MD
Guru S	Waterworks Lamson	Reels	United States	Maryland	2	639.98	-135.99	0	503.99	0	503.99	MD
Velocity	Waterworks Lamson	Rods	United States	Maryland	1	429.99	0	0	429.99	0	429.99	MD
Remix HD	Waterworks Lamson	Reels	United States	Maryland	2	425.98	0	0	425.98	0	425.98	MD
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Maryland	1	399.99	0	0	399.99	0	399.99	MD
Liquid Vapor (Legacy)	Waterworks Lamson	Reels	United States	Maryland	3	335.97	0	0	335.97	0	335.97	MD
Guru S	Waterworks Lamson	Reels	United States	Maryland	1	299.99	0	0	299.99	0	299.99	MD
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Maryland	2	295.06	0	0	295.06	0	295.06	MD
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Maryland	2	293.98	0	0	293.98	0	293.98	MD
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	Maryland	3	293.97	0	0	293.97	0	293.97	MD
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Maryland	5	263.95	0	0	263.95	0	263.95	MD
Liquid	Waterworks Lamson	Reels	United States	Maryland	2	261.36	0	0	261.36	0	261.36	MD
Centerfire Spool	Waterworks Lamson	Reels	United States	Maryland	1	259.99	0	0	259.99	0	259.99	MD
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Maryland	4	211.92	0	0	211.92	0	211.92	MD
Guru S Spool	waterworks-lamson	Reels	United States	Maryland	1	179.99	0	0	179.99	0	179.99	MD
Liquid/Remix Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Maryland	3	175.97	0	0	175.97	0	175.97	MD
Liquid 3-Pack Black (Legacy)	Waterworks Lamson	Reels	United States	Maryland	1	153.99	0	0	153.99	0	153.99	MD
Liquid 3-Pack Black (Legacy)	Waterworks Lamson	Reels	United States	Maryland	1	153.99	0	0	153.99	0	153.99	MD
Remix	Waterworks Lamson	Reels	United States	Maryland	1	143.99	0	0	143.99	0	143.99	MD
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Maryland	2	127.1	0	0	127.1	0	127.1	MD
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Maryland	2	111.98	0	0	111.98	0	111.98	MD
Velocity Nickel Spool (Legacy)	Waterworks Lamson	Reels	United States	Maryland	1	92	0	0	92	0	92	MD
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Maryland	4	50.96	0	0	50.96	0	50.96	MD
Multi Reel Case	Waterworks Lamson	Accessories	United States	Maryland	2	39.98	0	0	39.98	0	39.98	MD
Flat Bill Rope Cap - Seafoam With Red Rope	LAMSON	Apparel	United States	Maryland	1	34.99	0	0	34.99	0	34.99	MD
Men's Short Sleeve Shirt	Waterworks Lamson	Accessories	United States	Maryland	1	29.99	0	0	29.99	0	29.99	MD
Multi Reel Case	Waterworks Lamson	Accessories	United States	Maryland	1	24.99	0	0	24.99	0	24.99	MD
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Maryland	2	23.98	0	0	23.98	0	23.98	MD
Color Sleeves	Waterworks Lamson	Accessories	United States	Maryland	1	9.99	0	0	9.99	0	9.99	MD
Logo Die Cut Decal - 12"	Waterworks Lamson	Accessories	United States	Maryland	2	9.98	0	0	9.98	0	9.98	MD
Fabric Bag	Waterworks Lamson	Accessories	United States	Maryland	2	9.98	0	0	9.98	0	9.98	MD
Logo Sticker	Waterworks Lamson	Accessories	United States	Maryland	5	4.95	0	0	4.95	0	4.95	MD
Fabric Bag	Waterworks Lamson	Accessories	United States	Maryland	1	3.99	0	0	3.99	0	3.99	MD
Logo Sticker	Waterworks Lamson	Accessories	United States	Maryland	2	1.98	0	0	1.98	0	1.98	MD
Liquid	Waterworks Lamson	Reels	United States	Massachusetts	12	1751.41	-54.99	-139.99	1556.43	0	1556.43	MA
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Massachusetts	7	1591.84	0	-269.99	1321.85	0	1321.85	MA
Speedster S	Waterworks Lamson	Reels	United States	Massachusetts	3	1259.97	0	0	1259.97	0	1259.97	MA
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Massachusetts	4	968.72	0	0	968.72	0	968.72	MA
Centerfire	Waterworks Lamson	Reels	United States	Massachusetts	2	1059.98	-158.99	0	900.99	0	900.99	MA
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Massachusetts	2	799.98	0	0	799.98	0	799.98	MA
Litespeed M	Waterworks Lamson	Reels	United States	Massachusetts	1	699.99	0	0	699.99	0	699.99	MA
Liquid Vapor (Legacy)	Waterworks Lamson	Reels	United States	Massachusetts	5	559.95	0	0	559.95	0	559.95	MA
Cobalt	Waterworks Lamson	Rods	United States	Massachusetts	1	499.99	0	0	499.99	0	499.99	MA
Velocity	Waterworks Lamson	Rods	United States	Massachusetts	1	469.99	0	0	469.99	0	469.99	MA
Guru S HD	Waterworks Lamson	Reels	United States	Massachusetts	1	419.99	0	0	419.99	0	419.99	MA
Speedster S Dark Smoke	Waterworks Lamson	Reels	United States	Massachusetts	1	389.99	0	0	389.99	0	389.99	MA
Guru S	Waterworks Lamson	Reels	United States	Massachusetts	1	359.99	0	0	359.99	0	359.99	MA
Liquid 3-Pack Black (Legacy)	Waterworks Lamson	Reels	United States	Massachusetts	2	349.98	0	0	349.98	0	349.98	MA
Remix HD	Waterworks Lamson	Reels	United States	Massachusetts	1	269.99	0	0	269.99	0	269.99	MA
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Massachusetts	5	251.63	0	0	251.63	0	251.63	MA
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	Massachusetts	2	195.98	0	0	195.98	0	195.98	MA
Guru S Spool	waterworks-lamson	Reels	United States	Massachusetts	1	179.99	0	0	179.99	0	179.99	MA
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Massachusetts	7	139.93	0	0	139.93	0	139.93	MA
Center Axis Freshwater Spool (Legacy)	waterworks-lamson	Reels	United States	Massachusetts	1	127.99	0	0	127.99	0	127.99	MA
Velocity Nickel Spool (Legacy)	Waterworks Lamson	Reels	United States	Massachusetts	1	116	0	0	116	0	116	MA
Liquid/Remix Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Massachusetts	2	111.98	0	0	111.98	0	111.98	MA
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Massachusetts	2	111.98	0	0	111.98	0	111.98	MA
Remix	Waterworks Lamson	Reels	United States	Massachusetts	1	335.98	0	-229.99	105.99	0	105.99	MA
Multi Reel Case	Waterworks Lamson	Accessories	United States	Massachusetts	2	39.98	0	0	39.98	0	39.98	MA
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Massachusetts	1	11.99	0	0	11.99	0	11.99	MA
Logo Sticker	Waterworks Lamson	Accessories	United States	Massachusetts	3	2.97	0	0	2.97	0	2.97	MA
Fabric Bag	Waterworks Lamson	Accessories	United States	Massachusetts	0	44.91	0	-44.91	0	0	0	MA
Litespeed M Spool	Waterworks Lamson	Reels	United States	Massachusetts	0	364.99	0	-364.99	0	0	0	MA
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Michigan	11	3723.29	0	-1028.24	2695.05	0	2695.05	MI
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Michigan	14	2407.28	0	0	2407.28	0	2407.28	MI
Liquid	Waterworks Lamson	Reels	United States	Michigan	20	2320.25	-44.99	-107.09	2168.17	0	2168.17	MI
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Michigan	3	1389.97	0	0	1389.97	0	1389.97	MI
Remix	Waterworks Lamson	Reels	United States	Michigan	6	1182.29	0	-171.35	1010.94	0	1010.94	MI
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Michigan	13	899.76	0	-47.99	851.77	0	851.77	MI
Speedster S	Waterworks Lamson	Reels	United States	Michigan	2	779.98	0	0	779.98	0	779.98	MI
Remix HD 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Michigan	3	763.95	0	0	763.95	0	763.95	MI
Guru S HD	Waterworks Lamson	Reels	United States	Michigan	2	659.98	0	0	659.98	0	659.98	MI
Remix HD	Waterworks Lamson	Reels	United States	Michigan	3	641.25	0	0	641.25	0	641.25	MI
Guru S	Waterworks Lamson	Reels	United States	Michigan	2	639.98	0	0	639.98	0	639.98	MI
Centerfire HD	waterworks-lamson	Reels	United States	Michigan	1	549.99	0	0	549.99	0	549.99	MI
Litespeed F	Waterworks Lamson	Reels	United States	Michigan	1	539.99	0	0	539.99	0	539.99	MI
Speedster S HD	Waterworks Lamson	Reels	United States	Michigan	1	459.99	0	0	459.99	0	459.99	MI
Liquid Vapor (Legacy)	Waterworks Lamson	Reels	United States	Michigan	4	447.96	0	0	447.96	0	447.96	MI
Radius	Waterworks Lamson	Rods	United States	Michigan	1	429.99	0	0	429.99	0	429.99	MI
Speedster S Spool	Waterworks Lamson	Reels	United States	Michigan	2	419.98	0	0	419.98	0	419.98	MI
Cobalt	Waterworks Lamson	Rods	United States	Michigan	1	469.99	-93.99	0	376	0	376	MI
Guru S Spool	waterworks-lamson	Reels	United States	Michigan	2	349.98	0	0	349.98	0	349.98	MI
Litespeed G5 Blackout (Legacy)	Waterworks Lamson	Reels	United States	Michigan	1	314.99	0	0	314.99	0	314.99	MI
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	Michigan	3	293.97	0	0	293.97	0	293.97	MI
Liquid/Remix Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Michigan	4	263.95	0	-47.99	215.96	0	215.96	MI
Guru Series II Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Michigan	2	201.58	0	0	201.58	0	201.58	MI
Guru Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	Michigan	2	191.98	0	0	191.98	0	191.98	MI
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Michigan	14	188.86	0	0	188.86	0	188.86	MI
Liquid S	LAMSON	Reels	United States	Michigan	1	159.99	0	0	159.99	0	159.99	MI
Mesh Reel Bag	Waterworks Lamson	Accessories	United States	Michigan	12	152.88	0	0	152.88	0	152.88	MI
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Michigan	7	139.93	0	0	139.93	0	139.93	MI
Speedster Spool (Legacy)	Waterworks Lamson	Reels	United States	Michigan	1	136.79	0	0	136.79	0	136.79	MI
Litespeed Alox II Spool (Legacy)	Waterworks Lamson	Reels	United States	Michigan	1	263.98	0	-135.99	127.99	0	127.99	MI
Speedster Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Michigan	1	112.79	0	0	112.79	0	112.79	MI
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Michigan	2	111.98	0	0	111.98	0	111.98	MI
Guru Spool (Legacy)	Waterworks Lamson	Reels	United States	Michigan	1	95.99	0	0	95.99	0	95.99	MI
Color Sleeves	Waterworks Lamson	Accessories	United States	Michigan	8	79.92	0	0	79.92	0	79.92	MI
Multi Reel Case	Waterworks Lamson	Accessories	United States	Michigan	1	24.99	0	0	24.99	0	24.99	MI
Logo Sticker	Waterworks Lamson	Accessories	United States	Michigan	2	1.98	0	0	1.98	0	1.98	MI
Litespeed G5 Bronze Spool (Legacy)	Waterworks Lamson	Reels	United States	Michigan	0	127.99	0	-127.99	0	0	0	MI
Litespeed Series IV Spool (Legacy)	Waterworks Lamson	Reels	United States	Michigan	0	143.99	0	-143.99	0	0	0	MI
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Minnesota	13	2432.87	0	0	2432.87	0	2432.87	MN
Liquid	Waterworks Lamson	Reels	United States	Minnesota	11	1414.13	0	0	1414.13	0	1414.13	MN
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Minnesota	4	971	0	0	971	0	971	MN
Litespeed M	Waterworks Lamson	Reels	United States	Minnesota	1	699.99	0	0	699.99	0	699.99	MN
Remix HD 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Minnesota	2	679.98	0	0	679.98	0	679.98	MN
Guru S	Waterworks Lamson	Reels	United States	Minnesota	2	959.97	0	-299.99	659.98	0	659.98	MN
Remix	Waterworks Lamson	Reels	United States	Minnesota	3	545.33	0	0	545.33	0	545.33	MN
Centerfire	Waterworks Lamson	Reels	United States	Minnesota	1	529.99	0	0	529.99	0	529.99	MN
ULA Purist	waterworks-lamson	Reels	United States	Minnesota	1	399.99	0	0	399.99	0	399.99	MN
Guru S Spool	waterworks-lamson	Reels	United States	Minnesota	2	369.98	0	0	369.98	0	369.98	MN
Liquid 3-Pack Black (Legacy)	Waterworks Lamson	Reels	United States	Minnesota	2	307.98	0	0	307.98	0	307.98	MN
Centerfire Spool	Waterworks Lamson	Reels	United States	Minnesota	1	269.99	0	0	269.99	0	269.99	MN
Speedster Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Minnesota	2	269.58	0	0	269.58	0	269.58	MN
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Minnesota	1	489.99	-244.99	0	245	0	245	MN
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Minnesota	4	289.89	0	-59.99	229.9	0	229.9	MN
Remix HD	Waterworks Lamson	Reels	United States	Minnesota	1	185.63	0	0	185.63	0	185.63	MN
Guru Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	Minnesota	2	183.98	0	0	183.98	0	183.98	MN
Arx Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Minnesota	1	168.79	0	0	168.79	0	168.79	MN
Litespeed Series IV Spool (Legacy)	Waterworks Lamson	Reels	United States	Minnesota	1	143.99	0	0	143.99	0	143.99	MN
Litespeed G5 Bronze Spool (Legacy)	Waterworks Lamson	Reels	United States	Minnesota	1	127.99	0	0	127.99	0	127.99	MN
Center Axis Freshwater Spool (Legacy)	waterworks-lamson	Reels	United States	Minnesota	1	127.99	0	0	127.99	0	127.99	MN
Liquid Vapor (Legacy)	Waterworks Lamson	Reels	United States	Minnesota	1	111.99	0	0	111.99	0	111.99	MN
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Minnesota	2	103.98	0	0	103.98	0	103.98	MN
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	Minnesota	1	97.99	0	0	97.99	0	97.99	MN
Liquid/Remix Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Minnesota	1	63.99	0	0	63.99	0	63.99	MN
EVA Hard Case	waterworks-lamson		United States	Minnesota	2	60	0	0	60	0	60	MN
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Minnesota	4	47.96	0	0	47.96	0	47.96	MN
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Minnesota	2	39.98	0	0	39.98	0	39.98	MN
Fleet Trucker Hat - Birch	LAMSON	Apparel	United States	Minnesota	1	29.99	0	0	29.99	0	29.99	MN
Beach Comber T-Shirt - Light Blue	LAMSON	Apparel	United States	Minnesota	1	29.99	0	0	29.99	0	29.99	MN
Fleet Trucker Hat - Gray	LAMSON	Apparel	United States	Minnesota	1	29.99	0	0	29.99	0	29.99	MN
Diamond Logo T-Shirt - Heathered Navy	LAMSON	Apparel	United States	Minnesota	1	29.99	0	0	29.99	0	29.99	MN
Fabric Bag	Waterworks Lamson	Accessories	United States	Minnesota	4	15.96	0	0	15.96	0	15.96	MN
Assorted Logo Decal Sheet	LAMSON	Accessories	United States	Minnesota	1	5	0	0	5	0	5	MN
Logo Sticker	Waterworks Lamson	Accessories	United States	Minnesota	1	0.99	0	0	0.99	0	0.99	MN
Guru S	Waterworks Lamson	Reels	United States	Mississippi	1	299.99	0	0	299.99	0	299.99	MI
Liquid	Waterworks Lamson	Reels	United States	Mississippi	1	131.99	0	0	131.99	0	131.99	MI
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Mississippi	4	56.96	0	0	56.96	0	56.96	MI
Fly Rod Sock 4 Piece Rod	Waterworks Lamson	Accessories	United States	Mississippi	1	19.99	0	0	19.99	0	19.99	MI
Fabric Bag	Waterworks Lamson	Accessories	United States	Mississippi	2	7.98	0	0	7.98	0	7.98	MI
Logo Sticker	Waterworks Lamson	Accessories	United States	Mississippi	4	3.96	0	0	3.96	0	3.96	MI
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Missouri	13	2505.03	0	0	2505.03	0	2505.03	MO
Liquid	Waterworks Lamson	Reels	United States	Missouri	18	2090.56	-55.99	0	2034.57	0	2034.57	MO
Litespeed F	Waterworks Lamson	Reels	United States	Missouri	2	1079.98	0	0	1079.98	0	1079.98	MO
Velocity	Waterworks Lamson	Rods	United States	Missouri	2	859.98	0	0	859.98	0	859.98	MO
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Missouri	4	806.72	0	0	806.72	0	806.72	MO
Guru S	Waterworks Lamson	Reels	United States	Missouri	2	599.98	0	0	599.98	0	599.98	MO
Center Axis Freshwater Spool (Legacy)	waterworks-lamson	Reels	United States	Missouri	4	511.96	0	0	511.96	0	511.96	MO
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Missouri	10	469.86	0	0	469.86	0	469.86	MO
Remix	Waterworks Lamson	Reels	United States	Missouri	2	437.98	0	0	437.98	0	437.98	MO
ULA Purist	waterworks-lamson	Reels	United States	Missouri	1	419.99	0	0	419.99	0	419.99	MO
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Missouri	1	399.99	0	0	399.99	0	399.99	MO
Liquid Black (Legacy)	Waterworks Lamson	Reels	United States	Missouri	4	391.96	0	0	391.96	0	391.96	MO
Speedster S	Waterworks Lamson	Reels	United States	Missouri	1	389.99	0	0	389.99	0	389.99	MO
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Missouri	18	236.82	0	0	236.82	0	236.82	MO
Speedster Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Missouri	2	225.58	0	0	225.58	0	225.58	MO
Speedster S Spool	Waterworks Lamson	Reels	United States	Missouri	1	199.99	0	0	199.99	0	199.99	MO
Force SL Spool (Legacy)	Waterworks Lamson	Reels	United States	Missouri	1	175.99	0	0	175.99	0	175.99	MO
Liquid 3-Pack Black (Legacy)	Waterworks Lamson	Reels	United States	Missouri	1	153.99	0	0	153.99	0	153.99	MO
Liquid/Remix Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Missouri	3	151.97	0	0	151.97	0	151.97	MO
Liquid S	LAMSON	Reels	United States	Missouri	1	149.99	0	0	149.99	0	149.99	MO
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Missouri	7	139.93	0	0	139.93	0	139.93	MO
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Missouri	2	111.98	0	0	111.98	0	111.98	MO
Guru Series II Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Missouri	1	100.79	0	0	100.79	0	100.79	MO
Multi Reel Case	Waterworks Lamson	Accessories	United States	Missouri	4	79.96	0	0	79.96	0	79.96	MO
Mesh Reel Bag	Waterworks Lamson	Accessories	United States	Missouri	4	47.96	0	0	47.96	0	47.96	MO
Fabric Bag	Waterworks Lamson	Accessories	United States	Missouri	9	37.91	0	0	37.91	0	37.91	MO
Flat Bill Rope Cap - White With Navy Rope	LAMSON	Apparel	United States	Missouri	1	34.99	0	0	34.99	0	34.99	MO
Beach Comber T-Shirt - Light Yellow	LAMSON	Apparel	United States	Missouri	1	29.99	0	0	29.99	0	29.99	MO
Fleet Trucker Hat - Gray	LAMSON	Apparel	United States	Missouri	1	29.99	0	0	29.99	0	29.99	MO
Color Sleeves	Waterworks Lamson	Accessories	United States	Missouri	3	29.97	0	0	29.97	0	29.97	MO
EVA Hard Case	waterworks-lamson		United States	Missouri	1	24	0	0	24	0	24	MO
Liquid	Waterworks Lamson	Reels	United States	Montana	30	3910.48	-83.99	-210.22	3616.27	0	3616.27	MT
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Montana	16	3265.54	0	-371.26	2894.28	0	2894.28	MT
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Montana	12	2812.2	-119.99	0	2692.21	0	2692.21	MT
Cobalt	Waterworks Lamson	Rods	United States	Montana	5	2449.95	-93.99	0	2355.96	0	2355.96	MT
Remix	Waterworks Lamson	Reels	United States	Montana	13	2310.89	0	0	2310.89	0	2310.89	MT
Centerfire	Waterworks Lamson	Reels	United States	Montana	4	2129.96	0	0	2129.96	0	2129.96	MT
Guru S	Waterworks Lamson	Reels	United States	Montana	7	2139.93	-135.99	0	2003.94	0	2003.94	MT
Guru S HD	Waterworks Lamson	Reels	United States	Montana	4	1569.96	0	0	1569.96	0	1569.96	MT
Speedster S - Select Color 2023	waterworks-lamson	Reels	United States	Montana	3	1249.97	-319.98	0	929.99	0	929.99	MT
Remix HD	Waterworks Lamson	Reels	United States	Montana	3	885.61	0	0	885.61	0	885.61	MT
Guru S Spool	waterworks-lamson	Reels	United States	Montana	5	819.95	0	0	819.95	0	819.95	MT
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Montana	13	744.09	0	0	744.09	0	744.09	MT
Force SL Series II	Waterworks Lamson	Reels	United States	Montana	1	599.99	0	0	599.99	0	599.99	MT
Litespeed F	Waterworks Lamson	Reels	United States	Montana	1	539.99	0	0	539.99	0	539.99	MT
ULA Purist	waterworks-lamson	Reels	United States	Montana	1	419.99	0	0	419.99	0	419.99	MT
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Montana	32	398.68	0	0	398.68	0	398.68	MT
Litespeed G5 Blackout (Legacy)	Waterworks Lamson	Reels	United States	Montana	1	314.99	0	0	314.99	0	314.99	MT
Speedster Spool (Legacy)	Waterworks Lamson	Reels	United States	Montana	2	313.58	0	0	313.58	0	313.58	MT
Centerfire Spool	Waterworks Lamson	Reels	United States	Montana	1	299.99	0	0	299.99	0	299.99	MT
Purist	Waterworks Lamson	Rods	United States	Montana	1	429.99	-171.99	0	258	0	258	MT
Remix S	LAMSON	Reels	United States	Montana	1	239.99	0	0	239.99	0	239.99	MT
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Montana	5	239.95	0	0	239.95	0	239.95	MT
Speedster S	Waterworks Lamson	Reels	United States	Montana	1	389.99	-194.99	0	195	0	195	MT
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Montana	7	139.93	0	0	139.93	0	139.93	MT
Center Axis Freshwater Spool (Legacy)	waterworks-lamson	Reels	United States	Montana	1	127.99	0	0	127.99	0	127.99	MT
Liquid Vapor (Legacy)	Waterworks Lamson	Reels	United States	Montana	1	111.99	0	0	111.99	0	111.99	MT
Guru Spool (Legacy)	Waterworks Lamson	Reels	United States	Montana	1	100.79	0	0	100.79	0	100.79	MT
Guru Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	Montana	1	175.98	0	-87.99	87.99	0	87.99	MT
Multi Reel Case	Waterworks Lamson	Accessories	United States	Montana	3	64.97	0	0	64.97	0	64.97	MT
Liquid/Remix Black Spool (Legacy)	Waterworks Lamson	Reels	United States	Montana	1	55.99	0	0	55.99	0	55.99	MT
EVA Hard Case	waterworks-lamson		United States	Montana	1	30	0	0	30	0	30	MT
Color Sleeves	Waterworks Lamson	Accessories	United States	Montana	2	19.98	0	0	19.98	0	19.98	MT
Stripper Glove	Waterworks Lamson	Accessories	United States	Montana	2	19.98	0	0	19.98	0	19.98	MT
Logo Sticker	Waterworks Lamson	Accessories	United States	Montana	4	3.96	0	0	3.96	0	3.96	MT
Litespeed Alox II Spool (Legacy)	Waterworks Lamson	Reels	United States	Montana	0	127.99	0	-127.99	0	0	0	MT
Guru HD Spool (Legacy)	Waterworks Lamson	Reels	United States	Montana	0	103.99	0	-103.99	0	0	0	MT
Guru Series II Grey & Orange Spool (Legacy)	Waterworks Lamson	Reels	United States	Montana	0	100.79	0	-100.79	0	0	0	MT
Remix HD	Waterworks Lamson	Reels	United States	Nebraska	2	435.52	0	0	435.52	0	435.52	NE
Remix	Waterworks Lamson	Reels	United States	Nebraska	2	358.18	0	0	358.18	0	358.18	NE
Liquid	Waterworks Lamson	Reels	United States	Nebraska	2	279.98	0	0	279.98	0	279.98	NE
Guru S Spool	waterworks-lamson	Reels	United States	Nebraska	1	179.99	0	0	179.99	0	179.99	NE
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Nebraska	2	139.98	0	0	139.98	0	139.98	NE
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Nebraska	2	95.98	0	0	95.98	0	95.98	NE
Multi Reel Case	Waterworks Lamson	Accessories	United States	Nebraska	2	39.98	0	0	39.98	0	39.98	NE
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Nebraska	2	23.98	0	0	23.98	0	23.98	NE
Remix	Waterworks Lamson	Reels	United States	Nevada	8	1254.34	0	0	1254.34	0	1254.34	NV
Liquid	Waterworks Lamson	Reels	United States	Nevada	10	1205.46	0	0	1205.46	0	1205.46	NV
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Nevada	6	1081.94	0	0	1081.94	0	1081.94	NV
Velocity	Waterworks Lamson	Rods	United States	Nevada	2	939.98	0	0	939.98	0	939.98	NV
Centerfire	Waterworks Lamson	Reels	United States	Nevada	2	959.98	-191.99	0	767.99	0	767.99	NV
Cobalt	Waterworks Lamson	Rods	United States	Nevada	1	429.99	0	0	429.99	0	429.99	NV
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	Nevada	2	394.18	0	0	394.18	0	394.18	NV
Guru Series II Spool (Legacy)	Waterworks Lamson	Reels	United States	Nevada	2	175.98	0	0	175.98	0	175.98	NV
Liquid / Remix Spool	Waterworks Lamson	Reels	United States	Nevada	3	165.97	0	0	165.97	0	165.97	NV
Liquid/Remix Vapor Spool (Legacy)	Waterworks Lamson	Reels	United States	Nevada	3	159.97	0	0	159.97	0	159.97	NV
Ketchum ReleaseÂ®	Waterworks Lamson	Accessories	United States	Nevada	6	119.94	0	0	119.94	0	119.94	NV
Neoprene Reel Case	Waterworks Lamson	Accessories	United States	Nevada	3	38.97	0	0	38.97	0	38.97	NV
Color Sleeves	Waterworks Lamson	Accessories	United States	Nevada	1	9.99	0	0	9.99	0	9.99	NV
Logo Sticker	Waterworks Lamson	Accessories	United States	Nevada	7	6.93	0	0	6.93	0	6.93	NV
Liquid 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	New Hampshire	4	822.18	0	0	822.18	0	822.18	NH
Liquid	Waterworks Lamson	Reels	United States	New Hampshire	4	544.18	0	0	544.18	0	544.18	NH
Centerfire HD	waterworks-lamson	Reels	United States	New Hampshire	1	499.99	0	0	499.99	0	499.99	NH
Cobalt	Waterworks Lamson	Rods	United States	New Hampshire	1	479.99	0	0	479.99	0	479.99	NH
Velocity	Waterworks Lamson	Rods	United States	New Hampshire	1	469.99	0	0	469.99	0	469.99	NH
Speedster S HD	Waterworks Lamson	Reels	United States	New Hampshire	1	459.99	0	0	459.99	0	459.99	NH
Remix 3-Pack Fly Fishing Reel & Spools	Waterworks Lamson	Reels	United States	New Hampshire	2	456.94	0	0	456.94	0	456.94	NH
Speedster S	Waterworks Lamson	Reels	United States	New Hampshire	1	439.99	0	0	439.99	0	439.99	NH
